Expt.,SLN
-3.399,C[1](C[2]HC[4]HCH(O@1)C[9]HCH@1C[13]HCH@2CH@4CH@9CH2@13)NHCH2C[29]=CHCH=CHCH=CH@29
-0.12,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=CHN=CHN=@1
-0.938,N[1](C[2]=CHCH=CHCH=CH@2)C(=CHC(=N@1)CH3)NH2
-2.907,C[1]=C(C(OC@1(CH3)CH3)=O)CH=C(CH=CH@1)C#N
-2.365,C[1]C(=NCH=NC=@1SCH3)N=CHCH=N@1
-3.122,C[1]=C(CH=CHC(=CH@1)OCH3)CH=CHC(O@1)=O
-3.62,C[1]=C(C(=CHCH=C@1CH=NCH=N@1)CH2CH=CH2)OH
-2.131,C[1](S(OCH2CH3)(=O)=O)=CHCH=CHCH=CH@1
-1.21,C[1]=C(CH2C(O@1)(CH3)CH3)CH=CHCH=C@1OC(NHCH3)=O
0.359,C[1]C(=CHN=C(N=@1)N(CH3)CH3)N=CHCH=N@1
-0.022,C[1]C(N=CHC(=N@1)N(CH3)CH3)=CHN=CHN=@1
-5.592,C[1]=C(NHC[5]=C(S@1)CH=CHCH=CH@5)CH=CHCH=CH@1
-2.037,C[1]=C(CH=CHCH=CH@1)NHCH=C@1CH2C(OH)=O
-3.931,C[1]=C(C(=CHC(=C@1OCH3)OCH3)Br)CH2OC@1=O
-3.794,C[1]C[2]=C(NHC=@1C(=NCH=CH@1)CH3)CH=CHCH=CH@2
-1.67,N[1](C[2]=CHCH=CHCH=CH@2)C(=C(C(=N@1)CH3)CH3)NH2
-4.53,C[1](C(NHC(CH2CH2@1)=O)=O)(CH2CH3)CH2CH3
-1.743,C[1](C(OCH2CH3)=O)=CHNHC(N=CH@1)=S
-4.572,S[1](C[2]=C(C[4]=C@1CH=CHCH=CH@4)CH=CHCH=CH@2)(=O)=O
-2.921,C[1]C(=C(CH=CHCH=@1)OH)N=CHN=C@1CH2CH2CH3
-2.055,C[1]C(=NC(=CHCH=@1)CH2N[+1](O[-1])=O)CH=CHCH=CH@1
-3.8,C[1]=C(C(CH=CHC@1=[S=I]NOH)=[S=N]NOH)CH=CHCH=N@1
-2.522,C[1](C(NHCH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-0.731,C[1](NHC(C[5]N=CHCH=NCH=@5)=O)=NC(=CHCH=N@1)CH3
-1.917,C[1](C(NHC(C(NH@1)=O)(CH2CH3)CH3)=O)(CH2CH3)CH3
-3.716,C[1]C(=NC[4]=C(S@1)CH=CHCH=CH@4)CH=CHC(CH=@1)=O
-2.977,C[1](C(NHC[5]N=CHCH=CHCH=@5)=O)=CHN=CHCH=CH@1
-0.451,C(C[2]NHC[5]=C(N=@2)N=CHN=CH@5)(F)(F)F
-2.287,C[1]=C(N=C(C(=N@1)CH3)CH3)N=CHNHC@1=O
-4.353,C[1](C[2]=CHCH=C(CH=CH@2)CH3)SC[17]=C(N=@1)CH=CHCH=CH@17
-3.74,C[1]=C(CH=C[5]C(=CH@1)CH=CHO@5)OC(CH=CH@1)=O
-2.027,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=CHCH=CH@16
-3.222,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=C(CH=CH@16)CH3
-3.933,C[1]=C(OCH2CH(CH2NHCH(CH3)CH3)OH)CH=CHCH=C@1NHCH=CH@1
-3.197,C[1](C(NHCH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-3.487,C[1](C[2]OCH=CHCH=@2)NHC[12]=C(N=@1)CH=CHCH=CH@12
-5.399,P(OC[3]=C(CH=C(C(=N@3)Cl)Cl)Cl)(OCH2CH3)(OCH2CH3)=S
-2.412,C[1](CH(C(N=C(NH@1)CH3)=O)C(=O)NH2)=O
-2.884,C[1]C(=C(OC=@1CH=CHCH=CH@1)C(OH)=O)OCH3
-3.042,C[1]=C(NHC(C(NH@1)=O)=O)CH=CHC(=CH@1)CH3
-3.624,C[1]=C(C(NHC(NH@1)=O)=O)NHC(NH@1)=O
-4.035,C[1]=C(C(NHC(NH@1)=O)=S)NHC(NH@1)=O
-2.854,C[1]=C(NHC(CH2NHC@1=O)=O)CH=CHCH=CH@1
-1.022,C[1]=C(N(CH3)CH3)N=CHN=C@1N=CHCH=N@1
-2.6,C[1]=C(CH=CHC(=CH@1)NHC(=O)CH3)CH2OC@1=O
-2.651,C[1]=C(CH=CHC(=CH@1)N[+1](O[-1])=O)CH2OC@1=O
-2.319,C[1](C(NHC[5]HCH2CH2CH2CH2CH2@5)=O)=CHN=CHCH=CH@1
-4.462,C[1]=C(C(C[4]=C(N@1CH3)CH=CHCH=CH@4)=O)CH=CHCH=CH@1
-1.882,C[1]=C(C(=CHCH=C@1CH2OC@1=O)OCH3)OCH3
-3.041,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=NC(=NCH=@1)NH2
-1.444,CH(C[3]=CHCH=CHCH=CH@3)(CH2C(OH)=O)CH2C(=O)CH3
-1.696,N[1](C[2]=CHCH=CHCH=CH@2)C(=NC(NH@1)=O)NH2
-2.197,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH=[S=N]CHCH3)CH2CH=[S=N]CHCH3
-2.468,N[1](C[2]=CHCH=CHCH=CH@2)C(N=C(NH@1)NH2)=O
-1.099,C[1](OC(=CHC(CH=@1)=O)C(OH)=O)C(OH)=O
-1.489,C[1]=C(N=C(C(N@1CH3)=O)CH3)CH=NCH=N@1
-2.397,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH3)CH2CH3
-2.324,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH3)CH2CH3
-2.101,C[1]=C(C(CH2CH(CH2@1)C(OH)=O)=O)CH=CHCH=CH@1
-3.194,C(N(C[3]=CHCH=CHCH=CH@3)OH)(C[16]OCH=CHCH=@16)=O
-2.62,C[1]=C(C(NHC(N@1CH3)=O)=O)N(CH=N@1)CH3
-0.976,C[1](OC[3]N=CHCH=CHCH=@3)=NN(C(=CH@1)CH3)CH3
-0.771,C[1](C[2]OC(=NN=@2)NH2)=CHCH=C(CH=CH@1)OH
-5.161,C[1]C(=CHC[5]=C(C=@1CH3)OC(CH=C@5CH3)=O)CH=C(O@1)C(OCH3)=O
-3.008,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-2.089,C[1](CH2C(NHC(NH@1)=O)(NHC(NH@1)=O)CH3)CH3
-2.313,C[1](C(NHC(C(NH@1)=O)(CH2CH3)CH2CH3)=O)(CH2CH3)CH2CH3
-2.309,C[1](C(NHC(NHC=@1CH3)=O)=O)CH2C(OH)=O
-3.335,C[1]=C(C(NHC(NH@1)=O)=O)N=CHC(NH@1)=O
-2.06,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH=CH2)CH2CH=CH2
-1.626,C[1](C(NHC(NHCH=@1)=O)=O)CH2C(OH)=O
-2.283,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2CH2CH3)=O
-1.284,S(N(CH2CH3)CH2CH3)(N(CH2CH3)CH2CH3)=O
-1.121,CH(CH(CH3)CH3)(C(OH)=O)NHCH2CH2C#N
-0.984,CH(CH(CH2CH3)CH3)(C(OH)=O)NHCH2CH2C#N
-0.174,N(CH(C(OH)=O)CH3)(CH2CH2C#N)CH2CH2C#N
-2.111,P(SCH2CH2SCH2CH3)(OCH2CH3)(OCH2CH3)=O
-0.456,P(CH(C(Cl)(Cl)Cl)OH)(OCH3)(OCH3)=O
-4.284,P(SCH2SC(CH3)(CH3)CH3)(OCH2CH3)(OCH2CH3)=S
-1.678,N[+1](OCH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-2.846,P(OCH2CH2CH2CH3)(OCH2CH2CH2CH3)(OCH2CH2CH2CH3)=O
-1.659,O(CH(CH2CH2ON[+1](O[-1])=O)CH3)N[+1](O[-1])=O
-0.534,C(CH2NHC(CH2NH2)=O)(NHCH2C(OH)=O)=O
-2.216,CH(CH2CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
-2.188,N[+1](OCH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-1.143,CH(N(CH2CH2C#N)CH2CH2C#N)(CH2CH(CH3)CH3)C(OH)=O
-2.675,CH(CH2CH2CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
-1.326,CH(N(CH2CH2C#N)CH2CH2C#N)(C(OH)=O)CH2CH2SCH3
-0.695,CH(CH(CH(OH)CH3)OH)(CH(CH=[S=N]NNHC(=O)NH2)OH)OH
-1.912,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)N=CHNHC@1=O
-2.846,CH(C(OH)=O)(CH2SCH2CH2SCH2CH(C(OH)=O)NH2)NH2
-2.494,CH(C(OH)=O)(CH2SCH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-3.624,CH(C(OH)=O)(CH2SCH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-1.349,C(NHCH2C(NHCH2C(OH)=O)=O)(CH2NHC(=O)NH2)=O
-2.909,CH(C(OH)=O)(CH2SCH2CH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-2.768,CH(C(OH)=O)(CH2SCH2CH2CH2CH2CH2CH2SCH2CH(C(OH)=O)NH2)NH2
-3.456,C[1]C(=C(NHC(NH@1)=O)NH2)NHC(N=@1)=O
-2.931,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=NCH=NC=@1NH2
-2.127,CH(C(NHCH(CH(CH3)CH3)C(OH)=O)=O)(NHC(CH(NHC(CH2NH2)=O)CH3)=O)CH2CH(CH3)CH3
-1.71,C[1](C[2]=C(CH=C(C=@1OCH3)OCH3)N=CHCH=N@2)NH2
-1.137,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH3)=O
-1.273,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH2CH2CH3)=O
-0.68,CH(C(=O)OH)(NHC(=O)CH3)CH2CH2CH2CH3
-0.685,CH(CH(CH2CH3)CH3)(NHC(=O)CH3)C(OH)=O
-1.888,CH(CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
0.054,CH(C(OH)=O)(CH2CH2CH2NHC(NH2)=NH)NH2
-2.159,CH(NHC(=O)NH2)(C(OH)=O)CH2CH2CH2CH3
0.032,CH(NHC(=O)CH3)(C(OH)=O)CH2CH2SCH3
-2.04,S(CH2CH2S(CH2CH2Cl)=O)(CH2CH2Cl)=O
-0.615,CH(C(OH)=O)(SSCH(C(OH)=O)CH3)CH3
-0.431,CH(NHC(CH2NH2)=O)(CH2CH(CH3)CH3)C(OH)=O
-0.705,CH(SCH(C(OH)=O)CH2CH3)(C(OH)=O)CH2CH3
-1.823,CH(C(OH)=O)(SCH2SCH(C(OH)=O)CH3)CH3
-2.891,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH3)SCH3
-0.404,CH(NHC(CH(CH(CH3)CH3)NH2)=O)(CH(CH3)CH3)C(OH)=O
-2.555,CH(C(OH)=O)(CH2SCH2CH(C(OH)=O)NH2)NH2
-0.173,CH(NHC(CH(CH2CH(CH3)CH3)NH2)=O)(CH(CH3)CH3)C(OH)=O
-0.711,CH(NHC(=O)CH3)(C(OH)=O)CH2CH2C(OH)=O
0.016,CH(CH(CH(CH2OH)OH)OH)(CH=[S=N]NNHC(=O)NH2)OH
-1.286,CH(OC(SCH2CH3)=S)(CH2C(OH)=O)C(OH)=O
-1.699,CH(SC(OCH2CH3)=S)(CH2C(=O)NH2)C(OH)=O
-1.186,CH(SC(OCH2CH3)=S)(CH2C(OH)=O)C(OH)=O
-0.102,C(CH2CH(C(OH)=O)CH3)(C(OH)=O)(C(OH)=O)CH3
-1.357,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH2CH3)SCH2CH3
-0.687,CH(NHC(CH(CH2CH(CH3)CH3)NH2)=O)(C(OH)=O)CH2CH(CH3)CH3
-3.124,CH(C(OH)=O)(CH2CH2SSCH2CH2CH(C(OH)=O)NH2)NH2
-2.2,CH(C(OH)=O)(CH2CH2CH(C(OH)=O)SCH2CH=CH2)SCH2CH=CH2
0.309,CH(C(NHCH2C(NHCH2C(OH)=O)=O)=O)(CH2CH(CH3)CH3)NH2
-1.43,CH(C(NHCH(C(OH)=O)CH3)=O)(NHC(CH(CH2CH(CH3)CH3)Br)=O)CH3
-0.111,CH(NHC(CH2NHC(CH2NH2)=O)=O)(C(OH)=O)CH2CH(CH3)CH3
-1.816,CH(CH(CH(OC(=O)CH3)OCH3)OC(=O)CH3)(CH(OC(=O)CH3)CH2OC(=O)CH3)OC(=O)CH3
-3.14,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-1.921,CH(CH2OCH2CH2CH2CH2CH2CH2CH2CH3)(CH2OH)OH
-1.971,C[1](SC(=CHCH=@1)N[+1](O[-1])=O)C(NHNH2)=O
-0.304,C[1](C(NHC[5]=NCH=CHCH=N@5)=O)N=CHCH=NCH=@1
-0.949,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH3)=O
-2.627,S(C[2]SC[4]=C(N=@2)CH=CHCH=CH@4)(=O)(=O)NH2
-2.235,C(CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-1.717,P(OCH2CH2CH2CH3)(CH2CH2CH2CH3)(CH2CH2CH2CH3)=O
-0.996,C(NHNHC(CH2CH2CH3)=O)(CH2CH2CH3)=O
0.375,C(NHCH2CH2NHC(CH2CH3)=O)(CH2CH3)=O
-1.143,S(N(CH2CH3)CH2CH3)(N(CH2CH3)CH2CH3)(=O)=O
-3.361,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O
-3.061,C(CH(OH)CH3)(OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O
-2.159,C(NHCH2CH2CH2CH2CH2C(OH)=O)(=O)NH2
-2.389,C(CH2CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-2.747,C(CH(CH(CH3)CH3)CH2CH=CH2)(NHC(=O)NH2)=O
-3.069,C(CH2CH2CH2CH2CH2CH2CH2CH2C(=S)OH)(=S)OH
-1.329,C(CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-0.112,C(C(NHCH2CH2OH)=O)(NHCH2CH2OH)=O
-0.19,C(CH2CH2SSCH2CH2C(OH)=O)(OH)=O
0.46,N(CH2C(OH)=O)(CH2CH2C#N)CH2CH2C#N
-0.622,C(NHCH2CH2NHC(CH2CH2CH3)=O)(CH2CH2CH3)=O
-2.725,CH(C(CH2CH(CH3)CH3)=O)(C(OCH3)=O)C#N
-2.156,C(NHNHC(CH2CH2CH2CH3)=O)(CH2CH2CH2CH3)=O
-1.68,C(CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-0.586,C(NHCH2C(OCH2CH3)=O)(=[S=N]CHC(=O)CH3)CH3
-1.795,C[1](C(N(C(NH@1)=O)CH2C[11]=CHCH=CHCH=CH@11)=O)(CH3)CH3
-0.897,C(NHCH2C(OH)=O)(CH2NHC(=O)NH2)=O
-1.297,C(SCH2C(OH)=O)(NHCH2C(OH)=O)=S
-1.815,C(NHCH2CH2NHC(CH2CH2CH2CH3)=O)(CH2CH2CH2CH3)=O
-2.53,C(CH2CH2CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-3.283,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH3)=O)(OCH3)=O
-1.038,S(NHC(OCH2CH2CH2CH3)=O)(=O)(=O)NH2
-1.888,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH3
-3.388,CH(C(OCH2CH2CH2CH2CH2CH2CH2CH3)=O)(OC(=O)CH3)CH3
-4.48,C[1]C[2]=C(NHC=@1C(=NCH=CH@1)CH3)CH=C(CH=CH@2)OCH3
-1.735,C(CH2OC(=O)NH2)(CH2OC(=O)NH2)(CH2CH2CH3)CH3
-3.108,C(NHCH2CH2NHC(CH2CH2CH2CH2CH3)=O)(CH2CH2CH2CH2CH3)=O
-3.509,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH3)=O)(OCH2CH3)=O
-1.749,NH(S(=O)(=O)NH2)C(OCH2CH(CH2CH3)CH2CH3)=O
-1.948,C(=[S=N]NNHC(=O)NH2)(CH=[S=N]NNHC(=O)NH2)CH3
0.412,C(CH2CH2CH2CH2C(NHCH2CH2OH)=O)(NHCH2CH2OH)=O
-0.756,NH(S(CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH3)(=O)=O
-1.449,S(CH2CH2S(CH2CH2Cl)(=O)=O)(CH2CH2Cl)(=O)=O
-2.402,NH(S(=O)(=O)NH2)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-0.7,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2NHC(CH(OH)CH3)=O)=O
-0.813,C[1](N[+1](O[-1])=O)CH2OP(OCH2@1)(OCH2@1)=O
-4.397,P(SSP(OCH3)(OCH3)=S)(OCH3)(OCH3)=S
-1.419,CH(SCH2C(OH)=O)(SCH2C(OH)=O)SCH2C(OH)=O
-3.595,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH2CH2CH3)=O)(OCH2CH2CH2CH3)=O
-2.195,NH(S(CH2CH2CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH2CH2CH3)(=O)=O
-2.097,CH(CH(OC(=O)CH3)OC(=O)CH3)(OC(=O)CH3)OC(=O)CH3
-0.922,C(NHCH2CH2CH2CH2CH2CH2NHC(OCH2CH2OH)=O)(OCH2CH2OH)=O
-4.569,C(CH2CH2CH2CH2CH2CH2CH2CH2C(OCH2CH2CH2CH2CH2CH3)=O)(OCH2CH2CH2CH2CH2CH3)=O
-1.945,CH(S(CH2CH2CH3)(=O)=O)(S(CH2CH2CH3)(=O)=O)S(CH2CH2CH3)(=O)=O
-5.064,CH(CH2OC(CH2CH2CH2CH2C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O)=O)(CH2CH2CH2CH3)CH2CH3
-2.915,NH(S(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)=O
-3.336,P(SCH(C(OCH2CH3)=O)CH2C(OCH2CH3)=O)(OCH3)(OCH3)=O
-3.358,P(SCH(C(OCH2CH3)=O)CH2C(OCH2CH3)=O)(OCH3)(OCH3)=S
-1.569,C(CH2OC(=O)CH3)(CH2OC(=O)CH3)(CH2OC(=O)CH3)CH2OC(=O)CH3
-1.929,C(NHCH2CH2CH2CH2CH2CH2NHC(OCH2CH2CH2CH2OH)=O)(OCH2CH2CH2CH2OH)=O
-2.974,S(CH(S(CH2CH2CH2CH3)(=O)=O)S(CH2CH2CH2CH3)(=O)=O)(CH2CH2CH2CH3)(=O)=O
-1.712,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH3)CH3)CH2CH=CH2
-1.449,C(CH2SSSSCH2C(OH)=O)(OH)=O
-4.554,C[1]=C(C(NHC(=N@1)NH2)=O)N=CHC(NH@1)=O
-2.154,C[1]=C(NHC(C(=N@1)CH3)=O)N=CHNHC@1=O
-3.052,C[1](C[2]=C(C(O@1)=O)CH=C(CH=CH@2)N[+1](O[-1])=O)(CH3)CH3
-4.079,C[1](=C(CH=CHC(=CH@1)C(OH)=O)Cl)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-1.929,C[1](C(NHN=[S=N]C(C(OH)=O)CH3)=O)SCH=CHN=@1
-3.687,C[1]=C(NHC(C(NH@1)=O)=O)N=CHNHC@1=O
-3.125,C[1]=C(NHC(NHC@1=O)=O)N=CHC(NH@1)=O
-3.302,C[1](=C(CH=C[5]C(=CH@1)CH=CHCH=CH@5)OH)C[19]NHCH2CH2N=@19
-0.357,C[1](NHN=C(C#N)C#N)=CHCH=CHCH=CH@1
-3.848,C[1](=CHC(C(OH)=O)=CHCH=CH@1)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-3.329,C[1](=C(C(OH)=O)CH=CHCH=CH@1)N=[S=N]NC[17]=CHCH=C(CH=CH@17)OH
-3.766,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=I]NN(CH2CH2CH2CH2CH2CH2CH2CH3)CH3
-3.855,C[1](=C(N=[S=N]NC[5]=CHCH=C(CH=CH@5)OH)CH=CHC(=CH@1)Cl)C(OH)=O
-2.264,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)NHC(N=CH@1)=O
-3.314,C[1](C(NHN=[S=N]C(C(OH)=O)CH3)=O)=CHCH=NCH=CH@1
-3.938,C[1]=C(C(NHC(NH@1)=O)=O)NHC(N@1CH3)=O
-2.077,C[1]=C(C(=CHC(=C@1OCH3)OCH3)NH2)CH2OC@1=O
-1.155,C(C[2]=CHCH=CHCH=CH@2)(C(F)(F)F)=O
-3.96,C[1]C(=C(CH=CHC=@1N[+1](O[-1])=O)OH)N=C(CH=CH@1)CH3
-3.707,C[1]=C(N[+1](O[-1])=O)CH=CHCH=C@1CH=CHCH=CH@1
-2.328,C[1](=CHCH=C(CH=CH@1)OCH2CH3)NHC(=O)CH3
-2.577,C[1](=C(CH=C(C(=CH@1)CH(CH3)CH3)OH)CH3)C(CH2Cl)=O
-1.484,C[1](=NC(=NC(=N@1)OCH2CH3)OCH2CH3)OCH2CH3
-3.077,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-3.76,C[1]=C(OC(NHCH3)=O)CH=CHCH=C@1CH=CHCH=CH@1
