#Expt.,SLN
-3.24,C[1](=O)CH2CH2C[9:s=N](C(=CH@1)CH2CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=I]H(C(=O)CH2OH)C[s=I]@21(CH3)CH2C[s=I]H(OH)C[s=I]H@19@9)CH3
-3.11,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@20(CH3)CH2C(=O)C[s=I]H@18C[s=N]@1@11CH3
-1.73,O[1]C(=O)CH=CHC[8]CH=CHCH=CHC@1=@8
-1.97,C[1]H=CHCH2CH=CHCH2@1
-3.1,C[1]H2CH2CH2CH2CH2CH2@1
-0.44,C[1]H(CH2CH2CH2CH2CH2@1)OH
-0.6,C[1](CH2CH2CH2CH2CH2@1)=O
-2.59,C[1]H=CHCH2CH2CH2CH2@1
-2.64,C[1]H2CH2CH2CH2CH2@1
-2.1,C[1]H=CHCH2CH2CH2@1
-11.62,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(C=@12Cl)Cl)Cl)Cl)Cl
-12.95,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]C(=C(C(=C(C=@13Cl)Cl)Cl)Cl)Cl
-6.96,C(C[2]C(C(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3
-4.44,O[1]C[2]C(C[4]C@1=CHCH=CHCH=@4)=CHCH=CHCH=@2
-5.34,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=CHCH=CHCH=@1
-5.21,C[1]C(C[3]C(S@1)=CHCH=CHCH=@3)=CHCH=CHCH=@1
-3.5,C[1](C(=CHCH=CHCH=@1)Br)Br
-3.54,C[1](CH=C(CH=CHCH=@1)Br)Br
-4.07,C[1](CH=CHC(=CHCH=@1)Br)Br
-7.74,C[1](CH=CHC(=CHCH=@1)Br)C[12]CH=CHC(=CHCH=@12)Br
-1.68,CH2(CH2Br)Br
-1.32,CH(=[S=N]CHBr)Br
-1.17,CH2(Br)Br
-2.08,CH2(CH2CH2Br)Br
-2.15,CH2(CH(CH3)Br)Br
-1.85,O(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.59,C(=O)(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.69,CH3C(CH(CH3)Cl)(CH3)Cl
-0.11,CH2(CH(CH2Cl)OH)Cl
-3.31,CH3OC[6]C(=C(CH=CHCH=@6)Cl)Cl
-3.1,CH3OC[6]C(=CHCH=CHC=@6Cl)Cl
-3.02,C[1](C(=CHCH=CHCH=@1)Cl)Cl
-3.07,C[1](CH=C(CH=CHCH=@1)Cl)Cl
-3.31,C[1](CH=CHC(=CHCH=@1)Cl)Cl
-5.25,C[1](C(=CHC(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-6.56,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-5.27,C[1](C(=CHCH=CHCH=@1)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-5.24,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-5.28,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHCH=CHC=@12Cl
-5.8,C[1](=CHC(=CHCH=CH@1)Cl)C[12]CH=CHCH=C(CH=@12)Cl
-6.39,C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-5.21,C[1](C(=CHCH=CHC=@1Cl)Cl)C[12]CH=CHCH=CHCH=@12
-2.4,CH(CH2CH2CH3)(Cl)Cl
-2.7,CH3CH(CH(CH3)Cl)Cl
-7.21,O[1]C[2]C(C[4]C@1=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@2)Cl
-7.83,C[1]C(OC[4]C(O@1)=CHC(=CHCH=@4)Cl)=CHC(=CHCH=@1)Cl
-7.18,C[1]C(OC[4]C(O@1)=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@1)Cl
-1.99,C(F)(F)(Cl)Cl
-5.06,O(C[2]C(=CHCH=CHC=@2Cl)Cl)C[13]CH=CHCH=CHCH=@13
-5.52,O(C[2]CH=CHC(=CHCH=@2)Cl)C[13]CH=CHCH=CHC=@13Cl
-1.29,CH(CH3)(Cl)Cl
-1.06,CH2(CH2Cl)Cl
-1.64,C(=CH2)(Cl)Cl
-1.3,CH(=[S=N]CHCl)Cl
-1.12,O(CH2CH(Cl)Cl)CH2CH(Cl)Cl
-0.63,CH2(Cl)Cl
-1.62,CH2(CH2CH2Cl)Cl
-1.6,CH2(CH(CH3)Cl)Cl
-3.46,CH3OC[6]C(OCH3)=CHC(=C(CH=@6)Cl)Cl
-0.77,CH2(CH2OCH2CH3)OCH2CH3
-0.43,CH(CH3)(OCH2CH3)OCH2CH3
-3.75,C[1](CH=CHC(=CHCH=@1)CH2CH3)CH2CH3
-0.09,O(CH2CH3)CH2CH3
-2.35,C(C[2]C(C(=O)OCH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH3
-5.37,C[1](CH=CHC(=CHCH=@1)I)I
-3.22,CH(=[S=N]CHI)I
-4.66,C(C[2]C(C(=O)OCH2CH(CH3)CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH3)CH3
-1.1,O(CH(CH3)CH3)CH(CH3)CH3
-1.3,C(=O)(CH(CH3)CH3)CH(CH3)CH3
-2.32,CH(C[3]C(=CHCH=C(CH=@3)OCH3)OCH3)=O
0.48,CH2(OCH3)OCH3
-1.04,CH2(C(CH2CH3)(CH3)CH3)OH
-0.5,CH2(CH2C(CH3)(CH3)CH3)OH
-1.52,CH2(C(CH2CH2CH3)(CH3)CH3)OH
-1.6,CH2(CH(CH2CH(CH3)CH3)CH3)OH
-1.55,CH2(CH2CH2C(CH3)(CH3)CH3)OH
-0.4,CH2(C(CH2CH2CH3)(CH3)CH3)OH
-0.62,CH3CH(C(CH3)(CH3)CH3)OH
-0.41,CH3C(CH(CH3)CH3)(OH)CH3
-0.92,CH3C(CH2CH(CH3)CH3)(OH)CH3
-0.89,CH3C(CH(CH2CH3)CH3)(OH)CH3
-1.15,CH3C(CH(CH2CH3)OH)(CH3)CH3
-1.22,CH3CH(CH(CH(CH3)CH3)OH)CH3
-0.85,CH3CH(C(CH2CH3)(OH)CH3)CH3
1.11,C(CH3)(=O)N(CH3)CH3
-2.8,C[1](C(=CHCH=CHCH=@1)CH3)CH3
-2.82,C[1](CH=C(CH=CHCH=@1)CH3)CH3
-2.77,C[1](CH=CHC(=CHCH=@1)CH3)CH3
-3.55,CH3C(CH2CH3)(CH3)CH3
-0.39,CH2(CH(CH(CH3)CH3)CH3)OH
-4.3,C[1]H(CH(CH2CH2CH2CH2@1)CH3)CH3
-4.14,C[1](CH=CHC(=C[7]CH=CHCH=CHC=@1@7)CH3)CH3
-4.26,CH3CH(CH2CH(CH3)CH3)CH3
-1.66,C(C[2]C(C(=O)OCH3)=CHCH=CHCH=@2)(=O)OCH3
-4.01,C(C[2]CH=CHC(C(=O)OCH3)=CHCH=@2)(=O)OCH3
-2.09,CH(=[S=N]CHCH=[S=I]CHCH3)C(=[S=I]CHCH=CH2)CH3
-3.91,O(C[2]CH=CHCH=CHCH=@2)C[13]CH=CHCH=CHCH=@13
-4.08,CH2(C[4]CH=CHCH=CHCH=@4)C[15]CH=CHCH=CHCH=@15
-1.62,O(CH2CH2CH3)CH2CH2CH3
-1.7,CH(CH2CH2CH2CH2CH2CH3)=O
-0.15,ClCH2C[5]HCH2O@5
-2.19,CH(C[3]CH=C(C(=CHCH=@3)OCH2CH3)OCH3)=O
-1.77,CH(C[3]CH=C(C(=CHCH=@3)OH)OCH2CH3)=O
-1.17,CH2(CH(CH2CH3)CH2CH3)OH
-2.11,CH2(CH(CH2CH2CH2CH3)CH2CH3)OH
-3.21,C[1](C(=CHCH=CHCH=@1)CH3)CH2CH3
0.08,CH3C(CH3)(OH)CH2CH3
-0.85,CH3CH2C(CH2CH3)(OH)CH2CH3
-3.11,C[1](CH=CHC(=CHCH=@1)CH3)CH2CH3
-0.04,C(CH3)(=O)OCH2CH3
-0.74,C(CH=CH2)(=O)OCH2CH3
-2.32,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH2CH3
-1.28,C(CH2CH2CH3)(=O)OCH2CH3
-3.39,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-1.08,CH2(CH2Cl)Cl
0.08,CH2(CH2OH)OH
0.15,CH(=O)OCH2CH3
-2.71,C(CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.55,O(CH(CH3)CH3)CH2CH3
-3.8,C(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.66,C(CH2CH3)(=O)OCH2CH3
-0.66,O(CH2CH2CH3)CH2CH3
-1.75,C(CH2CH2CH2CH3)(=O)OCH2CH3
-0.85,O(CH=CH2)CH2CH3
-5.92,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHCH=C@15C=@1C@7=@14
-5,C[1]H2C[4]CH=CHCH=CHC=@4C[14]CH=CHCH=CHC@1=@14
-3.13,C[1](CH=CHC(=CHCH=@1)I)F
-1.8,C[1](CH=CHCH=CHCH=@1)F
-0.82,O[1]CH=CHCH=CH@1
-0.1,CH(C[3]=CHCH=CHO@3)=O
-7.92,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-8.3,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
-8.94,C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-11.48,O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-11.25,C[1]C(OC[4]C(O@1)=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-9.46,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-9.12,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.5,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-9.09,O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.05,O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-4.53,CH3CH2CH2CH2CH2CH2CH3
-1.81,CH2(CH2CH2CH2CH2CH2CH3)OH
-1.55,CH3CH(CH2CH2CH2CH2CH3)OH
-1.47,CH3CH2CH(CH2CH2CH2CH3)OH
-1.4,CH3CH2CH2CH(CH2CH2CH3)OH
-3.82,CH3CH=[S=N]CHCH2CH2CH2CH3
-3.01,CH#CCH2CH2CH2CH2CH3
-4.92,C(=C(C(=C(Cl)Cl)Cl)Cl)(Cl)Cl
-7.56,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)Cl
-8.56,C[1](C(=C(CH=C(CH=@1)Cl)Cl)Cl)C[12]C(=C(CH=C(CH=@12)Cl)Cl)Cl
-8.65,C[1](C(=C(CH=CHC=@1Cl)Cl)Cl)C[12]C(=C(CH=CHC=@12Cl)Cl)Cl
-6.96,C[1](=C(C(=CHC(=CH@1)Cl)Cl)Cl)C[12]=C(C(=CHC(=CH@12)Cl)Cl)Cl
-8.71,C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]C(=CHC(=CHC=@12Cl)Cl)Cl
-9.01,C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
-8.78,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl
-8.32,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=CHC(=CHCH=@12)Cl)Cl
-7.68,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-7.42,C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-7.82,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-7.66,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-7.9,C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl
-10.33,O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(CH=@2)Cl)Cl)Cl
-10.66,O[1]C[2]C(C[4]C@1=CHC(=C(CH=@4)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-9.95,C[1]C(OC[4]C(O@1)=CHC(=C(CH=@4)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-8.14,O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-8.1,O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHC=@13Cl)Cl)Cl
-8.31,O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-8.36,O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-8.04,O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHC=@13Cl)Cl)Cl
-8.72,O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]CH=C(C(=C(CH=@13)Cl)Cl)Cl
-8.44,O(C[2]=C(CH=C(C(=CH@2)Cl)Cl)Cl)C[13]=C(C(=C(CH=CH@13)Cl)Cl)Cl
-8.78,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-8.94,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=CHC(=CHCH=@13)Cl
-3.67,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
-2.68,CH2=CHCH2CH2CH=CH2
-3.84,CH3CH2CH2CH2CH2CH3
-1.24,CH2(CH2CH2CH2CH2CH3)OH
-0.89,CH3CH(CH2CH2CH2CH3)OH
-0.8,CH3CH2CH(CH2CH2CH3)OH
-3.23,CH2=CHCH2CH2CH2CH3
-2.46,C(CH3)(=O)OCH2CH2CH2CH2CH2CH3
-5.21,C[1](CH=CHCH=CHCH=@1)CH2CH2CH2CH2CH2CH3
-2.36,CH#CCH2CH2CH2CH3
-3.09,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@20(CH3)CH2C[s=N]H(OH)C[s=I]H@18C[s=N]@1@11CH3
-0.96,CH(C[3]CH=CHC(=CHCH=@3)OH)=O
-3.82,C[1]H(CH2C(=O)CH=C[10]CH2CH2C[17:s=N]HC[19:s=I]HCH2CH2C[s=I]H(C(=O)CH3)C[s=I]@19(CH3)CH2CH2C[s=I]H@17C[s=N]@1@10CH3)OH
-3.03,C[1]H2CH2CH2C[10]CH=CHCH=CHC@1=@10
-3.04,C[1](CH=CHCH=CHCH=@1)I
-2.96,CH2(CH2CH2CH3)I
-1.6,CH3CH2I
-1,CH3I
-2.29,CH2(CH2CH3)I
-2.09,CH3CH(CH3)I
-1.21,C(CH3)(=O)OCH2CH(CH3)CH3
-1.01,CH(=O)OCH2CH(CH3)CH3
-0.52,CH2(CH2CH(CH3)CH3)OH
-0.55,C(CH3)(=O)OCH(CH3)CH3
-3.77,C[1](CH=CHC(=CHCH=@1)CH(CH3)CH3)CH3
-3.36,O=C(OCH2CH3)CH(SP(OCH3)(OCH3)=S)CH2C(OCH2CH3)=O
-0.82,C(CH2C(=O)OCH2CH3)(=O)OCH2CH3
-2.34,C[1]H(CH(CH2CH2CH(CH2@1)CH3)CH(CH3)CH3)OH
-1.82,CH3C(CH2OC(NH2)=O)(CH2CH2CH3)CH2OC(NH2)=O
-1.53,CH4
-1.49,CH(C[3]CH=CHC(=CHCH=@3)OCH3)=O
-1.85,C[1](=CHCH=CHCH=CH@1)OCH3
-6.45,ClC(Cl)(Cl)CH(C[7]=CHCH=C(OCH3)CH=CH@7)C[22]=CHCH=C(OCH3)CH=CH@22
-2.03,CH2=C(CH=CH2)CH3
-0.47,CH2(CH(CH2CH3)CH3)OH
-1.11,CH2(CH(CH2CH2CH3)CH3)OH
-1.14,CH2(CH2CH2CH(CH3)CH3)OH
-3.24,CH2=CHCH2CH(CH3)CH3
-0.2,CH3CH(CH(CH3)CH3)OH
-1.72,CH3CH(CH(CH2CH2CH2CH3)CH3)OH
-1.72,CH3C(CH2CH2CH2CH2CH3)(OH)CH3
-1.38,CH3CH(CH2CH2CH(CH3)CH3)OH
-1.08,CH3C(CH2CH2CH2CH3)(OH)CH3
-0.8,CH3CH(CH2CH(CH3)CH3)OH
-0.49,CH3C(CH2CH2CH3)(OH)CH3
-0.72,CH3CH(CH(CH2CH3)CH3)OH
-1.6,CH3CH2C(CH2CH2CH2CH3)(OH)CH3
-1,CH3CH2C(CH2CH2CH3)(OH)CH3
-0.7,CH3CH(CH(CH2CH3)OH)CH3
-0.38,CH3CH2C(CH2CH3)(OH)CH3
-0.52,C(CH3)(=O)OCH3
-0.22,C(CH=CH2)(=O)OCH3
-5.89,C[1]HCH=CHCH=C[9]CH=C[12]CH=CHCH=CHC@12=C(C=@1@9)CH3
-1.85,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH3
-0.87,CH3Br
-0.99,CH3OCH2CH2CH3
-0.8,C(=O)(CH2CH2CH2CH3)CH3
-0.82,C(CH2CH2CH3)(=O)OCH3
-3.39,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH3
-0.88,CH3Cl
-7.96,C[1]H2CH2C[7]C(=CHCH=C[13]CH=C[16]C[17]=CHCH=CHCH=C@17CH=CHC@16=C@1C=@7@13)CH3
-3.85,C[1]H(CH2CH2CH2CH2CH2@1)CH3
-3.27,C[1](=CHCH2CH2CH2CH2@1)CH3
-3.3,C[1]H(CH2CH2CH2CH2@1)CH3
0.52,C(=O)(CH2CH3)CH3
-5.22,C[1]H2C[4]C(=CHCH=CHC=@4C[13]CH=CHCH=CHC@1=@13)CH3
0.58,CH(=O)OCH3
-2.58,C(=O)(CH2CH2CH2CH2CH2CH2CH3)CH3
-2.05,C(=O)(CH2CH2CH2CH2CH2CH3)CH3
-1.01,CH3I
-0.74,C(=O)(CH2CH(CH3)CH3)CH3
-0.06,O(CH(CH3)CH3)CH3
-1,CH3N=C=S
-0.8,C(C(CH3)=CH2)(=O)OCH3
-3.7,C[1](CH=CHCH=C[8]CH=CHCH=CHC=@1@8)CH3
-3.77,C[1]HC(=CHCH=C[8]CH=CHCH=CHC=@1@8)CH3
-3.74,CH3CH(CH2CH2CH3)CH3
-3.68,CH3CH2CH(CH2CH3)CH3
-1.42,C(=O)(CH2CH2CH2CH2CH3)CH3
-3.03,C[1]H=CHC(=O)CH=C[9]C[s=N]H(CH3)CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@21(CH3)CH2CH(OH)C[s=I]H@19C[s=N]@1@9CH3
0.04,CH2(CH(CH3)CH3)OH
-0.14,C(CH2CH3)(=O)OCH3
-0.39,O(CH2CH2CH3)CH3
-0.19,C(=O)(CH2CH2CH3)CH3
-0.24,O(C(CH3)(CH3)CH3)CH3
-3.97,C[1](CH2CH2C[8:s=N](C(=CH@1)CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=I](OH)(C[s=I]@20(CH3)CH2CH2C[s=I]H@18@8)CH3)CH3)=O
0.11,O[1]CH(CH2CH2CH2@1)CH3
-1.36,C(CH2CH2CH2CH3)(=O)OCH3
-6.17,CH2(CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH
-8.6,C[1]HCH=CHCH=C[9]CH=C[12]CH=C[15]CH=CHCH=CHC@15=CHC@12=CHC=@1@9
-3.6,C[1]HCH=CHCH=C[9]CH=CHCH=CHC=@1@9
-1.96,CH3OC[6]C(=CHCH=CHCH=@6)N[+1](=O)O[-1]
-2.41,CH3OC[6]CH=CHC(=CHCH=@6)N[+1](=O)O[-1]
-1.83,C[1](CH=CHCH=CHCH=@1)N[+1](=O)O[-1]
-0.22,CH3CH2N[+1](=O)O[-1]
0.26,CH3N[+1](=O)O[-1]
-0.8,CH2(CH2CH3)N[+1](=O)O[-1]
-0.62,CH3CH(CH3)N[+1](=O)O[-1]
-2.46,C[1](CH=C(CH=CHCH=@1)N[+1](=O)O[-1])CH3
-2.31,C[1](C(=CHCH=CHCH=@1)N[+1](=O)O[-1])CH3
-10.26,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(CH=@12)Cl)Cl)Cl)Cl
